Aircraft Type,Accident Count,Fatal Accidents,Total Fatalities,Avg Severity Index,First Year,Last Year,Risk Score
BEECH C90,0.020718816067653276,24,0.04080118694362018,0.0036676217765042977,1984,2022,0.025341525559810247
PIPER PA 28R 201,0.03763213530655391,18,0.02448071216617211,0.0015281757402101242,1982,2022,0.025150774137132435
BEECH 23,0.03932346723044397,15,0.021513353115727003,0.0017374870450527343,1982,2021,0.024682225547478936
MITSUBISHI MU 2B 60,0.012684989429175474,20,0.045252225519287835,0.006377668915796284,1982,2010,0.024450419762544584
HUGHES 369HS,0.035940803382663845,18,0.02373887240356083,0.001799160391817152,1982,2022,0.024231702392853306
CESSNA 210M,0.02621564482029598,15,0.032640949554896145,0.0024559967253376994,1982,2021,0.02403383709514439
CESSNA 182L,0.03298097251585624,17,0.02596439169139466,0.0021399296362119616,1982,2021,0.024006131610142752
CESSNA 414A,0.019450317124735727,18,0.03857566765578635,0.003657867463268914,1982,2022,0.023941967404862614
BEECH A 36,0.02241014799154334,20,0.03560830860534125,0.0032898227740634617,1982,2008,0.023865347193566526
BEECH 1900,0.009302325581395347,5,0.04599406528189911,0.00834682945060421,1987,2021,0.023787922235438626
CESSNA 182C,0.03298097251585624,15,0.025222551928783383,0.0019585796670414566,1982,2022,0.02367312571126414
BOEING 727 200,0.01818181818181818,1,0.03857566765578635,0.004232873144047929,1982,2019,0.023549568963851398
BOEING 757,0.024524312896405918,1,0.032640949554896145,0.0027196347918993736,1988,2022,0.023410031938900705
CESSNA 207A,0.03678646934460888,15,0.02077151335311573,0.0016605886949726493,1982,2022,0.02335531081808437
CESSNA 172E,0.042706131078224095,12,0.01483679525222552,0.0012079330299455025,1982,2021,0.023258757138168946
DOUGLAS DC 9 31,0.007188160676532769,4,0.04451038575667656,0.012575612862145815,1982,2007,0.023194541145712892
CESSNA 195,0.041014799154334036,11,0.016320474777448073,0.0009063797438746273,1982,2022,0.02311538552148777
CESSNA 150K,0.045243128964059194,11,0.011869436201780416,0.0007693940358696807,1982,2020,0.022998904873509782
CESSNA 182E,0.03128964059196617,17,0.025222551928783383,0.0017191977077363897,1982,2022,0.0229487165498471
CESSNA 182G,0.03255813953488372,17,0.02373887240356083,0.0021306296377929614,1982,2022,0.022944930702936413
BELL 47G,0.04186046511627907,13,0.01483679525222552,0.0010601719197707736,1982,2022,0.02289093853135599
CESSNA T210,0.030866807610993655,18,0.025222551928783383,0.00220707813831023,1982,2022,0.02287715944357286
FOKKER F 28 MK 1000,0.0008456659619450317,1,0.03412462908011869,0.04393505253104107,1987,2003,0.022775128523033705
STINSON 108 3,0.04186046511627907,9,0.014094955489614244,0.0012034383954154728,1948,2022,0.02262285592144042
CESSNA 210N,0.023255813953488372,19,0.031899109792284865,0.0027118297175603764,1982,2022,0.022604335441821374
CESSNA 401,0.01818181818181818,16,0.03635014836795252,0.0035816618911174783,1982,2021,0.022529118998131776
SOCATA TBM 700,0.016067653276955602,18,0.037833827893175076,0.004187789288075821,1996,2022,0.02239815032566744
CESSNA 182J,0.03424947145877378,12,0.02077151335311573,0.0018519812705290377,1982,2021,0.022378790178861612
CESSNA 188,0.04693446088794926,11,0.008160237388724036,0.0006139991813344249,1982,2022,0.022160679146936205
HUGHES 269A,0.045243128964059194,11,0.009643916913946587,0.0009551098376313276,1982,2022,0.02214584031872858
MCDONNELL DOUGLAS MD 83,0.009302325581395347,1,0.04228486646884273,0.0073501930982932595,1993,2007,0.022104915439753885
PIPER PA 23 160,0.029175475687103592,18,0.02448071216617211,0.002292263610315186,1982,2014,0.02192092786337332
PIPER PA 28RT 201T,0.03002114164904862,19,0.02373887240356083,0.001989812161731932,1982,2022,0.02190196805339017
CESSNA 185F,0.043974630021141645,8,0.009643916913946587,0.0005457770500750443,1982,2007,0.0215565741840503
CESSNA 550,0.023255813953488372,9,0.028931750741839762,0.0032234957020057307,1983,2022,0.0215197250185324
BEECH E18S,0.02748414376321353,19,0.025222551928783383,0.0018233915082052617,1982,2011,0.021447356578439818
PIPER PA 22 108,0.040169133192389,11,0.012611275964391691,0.0012237344794651384,1982,2016,0.021356910558605304
BELL UH 1B,0.0241014799154334,17,0.02744807121661721,0.0024701116490465367,1982,2022,0.021113842782629552
PIPER PA28R,0.028752642706131076,17,0.022997032640949554,0.0017025871018645404,1990,2022,0.021040387559205162
CESSNA 182M,0.030866807610993655,14,0.02077151335311573,0.0015488267637264771,1982,2021,0.02096509373838905
STINSON 108 2,0.035940803382663845,9,0.015578635014836795,0.001565935896581595,1982,2012,0.020920962538316577
BRITISH AEROSPACE AVRO RJ100,0.0,1,0.017804154302670624,0.06876790830945559,2001,2001,0.020875243382959367
PIPER PA 22 160,0.042706131078224095,7,0.008902077151335312,0.0008708354401932692,1982,2022,0.020817450379862414
ROBINSON HELICOPTER R44,0.03255813953488372,13,0.0185459940652819,0.0018734846815076042,2007,2022,0.02081635037636777
BEECH C35,0.024947145877378434,21,0.02596439169139466,0.0022445081184336198,1982,2022,0.020813516651195966
PIPER PA32,0.02621564482029598,14,0.02448071216617211,0.0023195524628189385,1987,2022,0.020742453287151026
CESSNA 180H,0.040169133192389,6,0.01112759643916914,0.0008058739255014327,1982,2022,0.020679866637723546
ROCKWELL S 2R,0.03932346723044397,12,0.011869436201780416,0.0007620557215143571,1982,2019,0.020629572517192628
ROBINSON R 44,0.01902748414376321,24,0.030415430267062317,0.003363647689049458,1998,2013,0.0204498953021401
CESSNA 182N,0.030866807610993655,14,0.019287833827893175,0.001703709440099125,1982,2022,0.020402598463574558
STINSON 108,0.04059196617336152,8,0.009643916913946587,0.0012406581396035802,1982,2022,0.02034248486284396
PIPER PA 28 160,0.028752642706131076,17,0.02077151335311573,0.0022839583073792614,1982,2022,0.020266454085174572
CESSNA T188C,0.04439746300211416,7,0.005934718100890208,0.0005135967994809969,1982,2015,0.02023559180109795
BOEING A75N1,0.04482029598308668,7,0.005192878338278932,0.0009104785368074337,1982,2022,0.02018736543590773
PIPER PA 22 135,0.034672304439746296,15,0.01483679525222552,0.0014499257776090031,1982,2022,0.020093625032310526
BOMBARDIER INC DHC 8 402,0.002114164904862579,1,0.03635014836795252,0.023400191021967522,2009,2017,0.020065763513519547
PIPER PA 31P,0.013953488372093021,19,0.03412462908011869,0.004045171077026799,1982,2021,0.020040281196290047
VIKING AIR LIMITED DHC 6,0.0,1,0.017062314540059347,0.0659025787965616,2016,2016,0.02000544157533606
BEECH B36TC,0.02029598308668076,20,0.02818991097922849,0.0029238056254020234,1983,2021,0.019979118751444102
BEECH C24R,0.02748414376321353,15,0.02077151335311573,0.0019536337587913516,1982,2021,0.019692989598289978
CESSNA 172D,0.03298097251585624,12,0.015578635014836795,0.0013419897718617388,1982,2018,0.019692240966649562
PIPER PA 23,0.021987315010570822,15,0.025222551928783383,0.0022706384819159865,1982,2022,0.01933807447212488
CESSNA 182F,0.028752642706131076,11,0.0185459940652819,0.0018271666459034092,1982,2021,0.019284888037745872
CESSNA 404,0.015644820295983086,12,0.030415430267062317,0.004222590861106922,1982,2021,0.019268618397439548
LOCKHEED C 130B,0.0,1,0.00370919881305638,0.08882521489971347,2000,2000,0.019248722505165246
LAKE LA 4 200,0.032135306553911204,12,0.01483679525222552,0.0018978156513973132,1982,2020,0.019168403852734155
PIPER PA 32,0.02621564482029598,14,0.02077151335311573,0.0018647382544230682,1982,2017,0.019167810920249297
AERONCA 11AC,0.03382663847780126,11,0.013353115727002967,0.0014149775372315962,1982,2022,0.01915489718936801
CESSNA 182H,0.03002114164904862,15,0.017062314540059347,0.0015520534861509071,1982,2022,0.019143793172873368
EMBRAER ERJ190,0.007610993657505285,1,0.03115727002967359,0.017342783893832,2010,2022,0.018975862253637954
PIPER PA46,0.0241014799154334,13,0.02225519287833828,0.0021242960181800216,1987,2022,0.018967528321144678
GRUMMAN AMERICAN AA 5B,0.02114164904862579,15,0.02448071216617211,0.0023035001966402605,1982,2010,0.018709644525247215
CESSNA 180J,0.03509513742071881,11,0.01112759643916914,0.0007163323782234957,1982,2022,0.01863236001959988
CESSNA 402,0.021564482029598306,11,0.02373887240356083,0.00225920211593564,1982,2022,0.018573182196450787
BEECH 76,0.02748414376321353,13,0.017804154302670624,0.001649735174090475,1982,2020,0.018445266261171756
CESSNA 180K,0.035940803382663845,8,0.009643916913946587,0.0007996268408076231,1982,2022,0.0183938134868057
CESSNA 188B,0.03974630021141649,7,0.005934718100890208,0.0005127431759915548,1982,2013,0.01837495596012099
GRUMMAN G 164,0.04186046511627907,5,0.00370919881305638,0.0005730659025787965,1982,2017,0.01834247875224994
LEARJET 35A,0.011416490486257928,15,0.031899109792284865,0.004707327056897257,1985,2017,0.01826770552279657
CESSNA 205,0.013953488372093021,11,0.02967359050445104,0.0039608966795887405,1982,2019,0.018243010886535373
MCDONNELL DOUGLAS MD 82,0.011416490486257928,2,0.026706231454005934,0.014940646745804339,1991,2013,0.018237218125266415
FOKKER F28 4000,0.00042283298097251583,0,0.0,0.09025787965616046,1995,2008,0.018220709123621098
PIPER PA 31 310,0.01691331923890063,11,0.026706231454005934,0.003424418198336711,1982,2017,0.01813270391682997
BELL 412,0.014376321353065538,12,0.02818991097922849,0.005157593123209169,1982,2022,0.018058011557559445
CESSNA 525,0.016067653276955602,13,0.02744807121661721,0.0031592094629343914,1995,2022,0.018038131690016005
ROBINSON R66,0.014376321353065538,19,0.028931750741839762,0.003520261972984036,2011,2022,0.018027281232558926
SCHWEIZER G 164B,0.040169133192389,6,0.004451038575667656,0.0004775549188156638,1983,2011,0.017943579690985798
ERCOUPE (ENG & RESEARCH CORP.) 415 C,0.03171247357293869,14,0.012611275964391691,0.0010179460111597043,1983,2008,0.017933089017164092
BEECH H35,0.02241014799154334,14,0.021513353115727003,0.0018040963599702854,1982,2022,0.017930219714902194
CESSNA 182D,0.024524312896405918,15,0.019287833827893175,0.0017969015589335145,1982,2022,0.017884239001506343
BRITISH AEROSPACE JETSTREAM 3201,0.0008456659619450317,2,0.025222551928783383,0.03724928366762178,1994,2000,0.017877143889815723
PIPER PA 34,0.016490486257928115,12,0.026706231454005934,0.0027220630372492833,1982,2017,0.017823099692223475
STINSON 108 1,0.03678646934460888,7,0.00741839762611276,0.0005860901276374056,1982,2022,0.017799164813816135
MAULE M 5 235C,0.02748414376321353,12,0.016320474777448073,0.0013024225058609013,1982,2022,0.017782331917436823
GLOBE GC 1B,0.02959830866807611,16,0.014094955489614244,0.0014528431332983575,1982,2022,0.01776787428973581
BEECH K35,0.020718816067653276,16,0.02225519287833828,0.0026361031518624643,1982,2022,0.017716824208769116
DOUGLAS DC 3,0.012262156448202959,7,0.028931750741839762,0.006112702960840497,1982,2007,0.01770010346818519
PIPER PA31,0.011839323467230442,15,0.02967359050445104,0.004940223298093073,1990,2022,0.01759321024829121
BELL 47G 2,0.035940803382663845,9,0.00741839762611276,0.0005997201306057173,1982,2016,0.017463624429631786
CESSNA 305A,0.035940803382663845,7,0.00741839762611276,0.0005664023455720663,1982,2022,0.017456960872625056
BEECH G35,0.02114164904862579,18,0.021513353115727003,0.001966402606888027,1982,2021,0.017455281387118726
DE HAVILLAND DHC6 33,0.0,1,0.01483679525222552,0.05730659025787965,2007,2007,0.01739603615246614
BEECH A23,0.023678646934460885,14,0.0185459940652819,0.0021615643693761624,1982,2021,0.01732216927377235
PIPER PA18,0.03763213530655391,4,0.005192878338278932,0.000732250875517351,1986,2021,0.01727645563303661
CESSNA 425,0.012684989429175474,13,0.02818991097922849,0.0042517792771975225,1983,2021,0.01720031601880109
LUSCOMBE 8E,0.033403805496828747,8,0.008902077151335312,0.0008954154727793696,1982,2022,0.0171014361538215
BRITISH AEROSPACE BAE 146 200,0.002959830866807611,1,0.031899109792284865,0.015401146131805156,1986,2005,0.017023805489998024
ROBINSON R 22 BETA,0.02241014799154334,17,0.019287833827893175,0.0016979730446779156,1990,2008,0.01701878733671019
LET 410 UVP E,0.0012684989429175475,3,0.022997032640949554,0.03581661891117478,2000,2001,0.0168695364157818
PIPER PA 11,0.027906976744186043,11,0.013353115727002967,0.0013257494761151263,1982,2019,0.01676918688369863
CIRRUS DESIGN CORP SR20,0.02114164904862579,14,0.019287833827893175,0.0022473172650148885,2006,2022,0.016621256603610562
PIPER PA 18 135,0.02832980972515856,11,0.012611275964391691,0.0011377043654137871,1982,2022,0.01660397514890286
PIPER PA 24,0.02748414376321353,11,0.013353115727002967,0.0013024225058609013,1982,2022,0.016595388297258783
BEECH A35,0.018604651162790697,14,0.021513353115727003,0.0025469595670168732,1982,2022,0.016556593624810455
BOEING 747,0.03551797040169133,2,0.004451038575667656,0.0027304904769930895,1983,2021,0.016533701686342214
BRITISH AEROSPACE J 3101,0.0,1,0.014094955489614244,0.05444126074498567,2000,2000,0.016526234344842832
BELLANCA 7KCAB,0.027906976744186043,12,0.012611275964391691,0.0011974511397168882,1982,2022,0.016446791311374474
EMBRAER ERJ190   UNDESIGNAT,0.0008456659619450317,1,0.02448071216617211,0.03151862464183381,2013,2014,0.01643427617961362
CESSNA T337G,0.012684989429175474,16,0.02596439169139466,0.004621499214345133,1982,2022,0.016384052291097084
CESSNA T310R,0.017336152219873148,15,0.02225519287833828,0.002387774594078319,1982,2022,0.016314092958100237
CESSNA 501,0.012684989429175474,11,0.02596439169139466,0.003974489324336815,1979,2022,0.01625465031309542
PIPER PA32R,0.016067653276955602,11,0.022997032640949554,0.0028653295128939827,1991,2022,0.01619894026974086
SCHWEIZER SGS 2 33A,0.03932346723044397,1,0.000741839762611276,0.0005181978906297628,1982,2022,0.016129762375348054
CESSNA T303,0.014799154334038053,12,0.02373887240356083,0.0034224769181789238,1982,2021,0.016099706078675342
CESSNA T206H,0.01902748414376321,14,0.020029673590504452,0.0023670113367385073,2001,2022,0.016096265361054768
CESSNA 182K,0.029175475687103592,7,0.010385756676557865,0.0013098649201801064,1982,2022,0.016086465929500606
BEECH 36,0.023255813953488372,12,0.016320474777448073,0.0012791649611133852,1982,2022,0.016086348484597255
BOEING 777,0.03974630021141649,0,0.0,0.0008143568089277634,1998,2022,0.016061391446352147
AIRBUS A320   211,0.0,0,0.0,0.08022922636103151,2015,2015,0.016045845272206302
BEECH J35,0.016067653276955602,13,0.02225519287833828,0.003085739475424289,1982,2020,0.01594628635720241
BEECH 95,0.014376321353065538,14,0.02373887240356083,0.0031927957429390094,1982,2021,0.015884636651238352
FAIRCHILD SA 227 AC,0.0033826638477801266,3,0.02818991097922849,0.01623686723973257,1988,2000,0.01587640337874996
BEECH B200,0.014376321353065538,8,0.022997032640949554,0.004175194433074089,1982,2022,0.01578438048422086
HUGHES 269B,0.02832980972515856,7,0.010385756676557865,0.0010112927692566998,1982,2019,0.01568848511453791
GRUMMAN GULFSTREAM III,0.0,1,0.013353115727002967,0.05157593123209169,2001,2001,0.015656432537219527
AVIOCAR CASA C212,0.0,1,0.013353115727002967,0.05157593123209169,2011,2011,0.015656432537219527
JETSTREAM BA 3100,0.0,1,0.013353115727002967,0.05157593123209169,1993,1993,0.015656432537219527
ROBINSON R 22B,0.03128964059196617,7,0.00741839762611276,0.0005348615090735435,1987,2007,0.015590187589046282
BEECH 65 A90,0.010570824524312895,5,0.02596439169139466,0.0046286092131364335,1982,2019,0.01553980832891031
CHAMPION 7KCAB,0.023255813953488372,11,0.01483679525222552,0.0011768317642243142,1983,2022,0.01547241003513042
FAIRCHILD FH 227,0.00042283298097251583,1,0.019287833827893175,0.03724928366762178,1983,2002,0.015334123457070633
EMBRAER EMB110,0.00042283298097251583,1,0.017804154302670624,0.040114613180515755,2009,2018,0.015313717549560407
CESSNA 172B,0.028752642706131076,7,0.008902077151335312,0.0011627424110294423,1982,2022,0.015294436425192445
FAIRCHILD HILLER FH 1100,0.013953488372093021,13,0.02225519287833828,0.003708073487274566,1982,2016,0.015225087197627434
BEECH 77,0.024524312896405918,11,0.012611275964391691,0.001554077023942499,1982,2022,0.015165050949107545
AYRES S2R,0.02621564482029598,15,0.01112759643916914,0.0010005912584709145,1982,2022,0.015137414755480234
ROBINSON R44 II,0.013530655391120507,15,0.02225519287833828,0.0040809238516974905,2003,2019,0.015130524078123013
BEECH 95 C55,0.017758985200845664,11,0.0185459940652819,0.002465516092490171,1982,2017,0.015015094924949061
EUROCOPTER AS 350 B2,0.015221987315010569,12,0.02077151335311573,0.00302021218926663,1994,2021,0.015001442705103845
BELL 206B III,0.023255813953488372,11,0.013353115727002967,0.0015861645517805977,1982,2016,0.014960804782552654
CESSNA 150E,0.027906976744186043,9,0.008902077151335312,0.0011546850275841423,1983,2022,0.01495455856372537
PIPER PA 60 601P,0.01014799154334038,16,0.025222551928783383,0.0040114613180515755,1983,2007,0.014950509652459821
CESSNA 500,0.010993657505285411,11,0.02448071216617211,0.0037143160352329403,1982,2017,0.014932611075629598
CESSNA 182S,0.02241014799154334,12,0.014094955489614244,0.0012204181258622519,1995,2017,0.014846125017635485
CESSNA A185,0.02832980972515856,7,0.008160237388724036,0.0011798415641328165,1982,2021,0.014831987158379602
CESSNA 337,0.014799154334038053,12,0.02077151335311573,0.0027857370264247052,1982,2022,0.014785414480146454
BEECH 65,0.009725158562367863,9,0.02448071216617211,0.004775549188156638,1982,2019,0.014637458129047319
PIPER PA 31 325,0.012262156448202959,11,0.02225519287833828,0.0040114613180515755,1982,2022,0.01460923199422681
GRUMMAN AMERICAN AA 5,0.012684989429175474,14,0.02225519287833828,0.0031426194657546906,1983,2010,0.014604596816156439
PIPER J 3,0.028752642706131076,6,0.00741839762611276,0.000664424234873967,1982,2010,0.014601300979872328
CHAMPION 7GCBC,0.027061310782241013,8,0.008902077151335312,0.0007934758651091029,1982,2022,0.01454405034645235
BEECH 95 A55,0.013953488372093021,14,0.020029673590504452,0.0039608966795887405,1982,2021,0.014385444120956738
